entry,month,day,year,year_day,date,high_temp_F,low_temp_F,relative_humidity,soil_temp_F,wind_speed_mph,solar_langley,precip_in,ET_in,location
795,3,6,2017,65,3/6/17,77.216,37.933,56.039,51.289,18.853,293.102,0,0.281,Ithaca
796,3,7,2017,66,3/7/17,55.796,32.787,32.784,44.695,9.799,361.251,0,0.233,Ithaca
797,3,8,2017,67,3/8/17,56.552,28.029,33.751,43.551,4.655,385.182,0,0.157,Ithaca
798,3,9,2017,68,3/9/17,49.694,24.759,50.95,42.21,9.366,303.84,0,0.158,Ithaca
799,3,10,2017,69,3/10/17,25.662,15.764,48.384,37.054,8.726,141.46,0,0.073,Ithaca
800,3,11,2017,70,3/11/17,30.942,21.292,60.088,35.906,6.18,135.591,0,0.056,Ithaca
801,3,12,2017,71,3/12/17,41.211,24.332,68.692,36.373,11.204,141.556,0,0.092,Ithaca
802,3,13,2017,72,3/13/17,27.126,19.837,81.277,35.112,14.471,212.648,0,0.049,Ithaca
803,3,14,2017,73,3/14/17,31.122,18.32,77.675,34.097,4.585,231.759,0,0.043,Ithaca
804,3,15,2017,74,3/15/17,39.686,18.759,63.373,33.94,9.824,246.647,0,0.099,Ithaca
805,3,16,2017,75,3/16/17,67.55,28.711,58.662,38.595,10.369,384.814,0,0.236,Ithaca
806,3,17,2017,76,3/17/17,68.324,34.479,50.49,44.485,9.346,388.645,0,0.242,Ithaca
807,3,18,2017,77,3/18/17,59.018,28.164,41.225,43.794,5.027,338.599,0,0.158,Ithaca
808,3,19,2017,78,3/19/17,85.658,39.956,42.65,47.196,8.741,395.145,0,0.341,Ithaca
809,3,20,2017,79,3/20/17,66.56,44.897,52.322,49.922,9.221,388.525,0,0.224,Ithaca
810,3,21,2017,80,3/21/17,47.156,35.49,61.138,47.197,9.364,253.816,0,0.126,Ithaca
811,3,22,2017,81,3/22/17,50.954,31.127,47.257,44.766,10.764,288.117,0,0.188,Ithaca
812,3,23,2017,82,3/23/17,75.56,43.925,52.443,47.602,14.085,136.061,0.148,0.249,Ithaca
813,3,24,2017,83,3/24/17,69.188,39.625,92.937,49.043,11.205,28.156,0.682,0.065,Ithaca
814,3,25,2017,84,3/25/17,40.966,37.436,97.776,43.921,11.229,46.226,0.281,0.007,Ithaca
815,3,26,2017,85,3/26/17,47.696,35.186,94.422,44.348,5.127,96.269,0,0.022,Ithaca
816,3,27,2017,86,3/27/17,50.774,35.325,86.977,46.145,4.928,138.864,0,0.042,Ithaca
817,3,28,2017,87,3/28/17,49.028,35.15,88.651,45.422,5.223,92.582,0.257,0.031,Ithaca
818,3,29,2017,88,3/29/17,45.995,40.051,97.321,45.212,11.553,57.724,0.785,0.012,Ithaca
819,3,30,2017,89,3/30/17,43.984,37.918,96.009,43.702,12.208,74.997,0,0.018,Ithaca
820,3,31,2017,90,3/31/17,55.184,38.71,81.74,46.256,6.785,255.422,0,0.084,Ithaca
821,4,1,2017,91,4/1/17,46.85,38.772,88.41,45.539,4.777,100.041,0,0.029,Ithaca
822,4,2,2017,92,4/2/17,52.844,40.233,95.323,47.034,4.041,107.879,0,0.024,Ithaca
823,4,3,2017,93,4/3/17,61.016,42.46,88.088,50.002,8.333,197.216,0,0.076,Ithaca
824,4,4,2017,94,4/4/17,57.74,43.313,73.953,50.34,8.59,265.591,0,0.118,Ithaca
825,4,5,2017,95,4/5/17,59.396,40.051,61.923,48.781,11.183,346.182,0,0.191,Ithaca
826,4,6,2017,96,4/6/17,57.488,30.409,57.853,49.399,8.467,532.517,0,0.203,Ithaca
827,4,7,2017,97,4/7/17,65.912,24.759,54.841,49.396,8.785,424.504,0,0.235,Ithaca
828,4,8,2017,98,4/8/17,77.936,46.724,60.475,54.288,8.96,383.633,0,0.248,Ithaca
829,4,9,2017,99,4/9/17,79.016,50.72,72.486,57.533,8.366,303.354,0,0.186,Ithaca
830,4,10,2017,100,4/10/17,53.942,32.274,84.473,52.057,8.735,192.333,0,0.079,Ithaca
831,4,11,2017,101,4/11/17,64.796,24.453,57.779,51.244,5.025,531.163,0,0.192,Ithaca
832,4,12,2017,102,4/12/17,70.826,44.899,72.406,51.978,7.511,132.557,0.09,0.119,Ithaca
833,4,13,2017,103,4/13/17,78.044,42.766,76.409,57.673,4.305,435.75,0,0.17,Ithaca
834,4,14,2017,104,4/14/17,72.338,58.964,86.456,58.618,10.809,85.813,0.48,0.076,Ithaca
835,4,15,2017,105,4/15/17,77.324,55.436,78.173,61.138,8.234,347.856,0.19,0.17,Ithaca
836,4,16,2017,106,4/16/17,70.52,44.044,57.431,58.321,5.716,401.87,0,0.191,Ithaca
837,4,17,2017,107,4/17/17,74.3,40.417,63.915,58.935,5.217,535.657,0,0.215,Ithaca
838,4,18,2017,108,4/18/17,71.978,55.67,78.775,59.932,7.662,201.207,0.22,0.114,Ithaca
839,4,19,2017,109,4/19/17,80.744,47.876,87.244,58.688,10.052,150.366,0.23,0.129,Ithaca
840,4,20,2017,110,4/20/17,62.762,41.148,73.026,57.663,8.656,477.175,0,0.18,Ithaca
841,4,21,2017,111,4/21/17,56.462,39.573,71.06,53.095,6.923,225.714,0,0.106,Ithaca
842,4,22,2017,112,4/22/17,66.254,37.083,54.524,55.712,5.9,527.378,0,0.213,Ithaca
843,4,23,2017,113,4/23/17,73.526,32.848,41.974,57.44,7.768,582.69,0,0.314,Ithaca
844,4,24,2017,114,4/24/17,76.136,48.002,46.465,59.304,13.387,505.903,0,0.356,Ithaca
845,4,25,2017,115,4/25/17,52.934,38.1,82.969,55.761,12.842,109.876,0.09,0.073,Ithaca
846,4,26,2017,116,4/26/17,43.074,35.384,79.463,48.924,13.476,169.747,0,0.077,Ithaca
847,4,27,2017,117,4/27/17,58.964,34.167,61.869,53.109,5.268,474.473,0,0.163,Ithaca
848,4,28,2017,118,4/28/17,48.794,36.343,91.137,50.545,9.474,55.65,0.33,0.03,Ithaca
849,4,29,2017,119,4/29/17,45.507,38.408,84.066,47.418,13.021,100.866,0.05,0.056,Ithaca
850,4,30,2017,120,4/30/17,41.392,37.078,97.984,45.081,14.117,42.199,1.11,0.007,Ithaca
851,5,1,2017,121,5/1/17,56.768,32.7,80.975,47.23,11.696,367.225,0.1,0.143,Ithaca
852,5,2,2017,122,5/2/17,65.66,44.906,63.31,53.353,5.037,527.774,0,0.19,Ithaca
853,5,3,2017,123,5/3/17,65.012,42.062,80.021,54.574,4.454,332.65,0.19,0.113,Ithaca
854,5,4,2017,124,5/4/17,70.52,37.918,59.91,55.674,8.213,539.124,0,0.254,Ithaca
855,5,5,2017,125,5/5/17,77.09,39.268,45.092,58.549,4.293,610.213,0,0.262,Ithaca
856,5,6,2017,126,5/6/17,79.07,52.052,40.592,62.822,5.291,621.15,0,0.299,Ithaca
857,5,7,2017,127,5/7/17,86.81,49.1,45.162,65.048,9.559,595.572,0,0.408,Ithaca
858,5,8,2017,128,5/8/17,92.696,63.68,49.148,69.154,10.251,512.741,0,0.404,Ithaca
859,5,9,2017,129,5/9/17,79.808,56.66,58.876,69.773,6.906,527.076,0,0.267,Ithaca
860,5,10,2017,130,5/10/17,62.402,51.872,90.381,63.859,6.978,97.167,0.66,0.043,Ithaca
861,5,11,2017,131,5/11/17,69.512,48.074,67.17,60.611,5.97,412.475E,0,0.178,Ithaca
862,5,12,2017,132,5/12/17,74.894,42.793,50.591,61.595,3.444,676.557,0,0.248,Ithaca
863,5,13,2017,133,5/13/17,80.474,45.507,42.354,64.353,7.742,689.934,0,0.368,Ithaca
864,5,14,2017,134,5/14/17,87.782,58.73,50.474,68.43,6.955,644.533,0,0.351,Ithaca
865,5,15,2017,135,5/15/17,92.516,57.074,54.62,70.794,7.479,502.477,0,0.334,Ithaca
866,5,16,2017,136,5/16/17,90.932,59.864,67.08,72.05,8.516,517.74,1.29,0.307,Ithaca
867,5,17,2017,137,5/17/17,74.102,54.626,85.327,66.18,9.618,304.293,0.4,0.141,Ithaca
868,5,18,2017,138,5/18/17,62.276,51.566,80.519,61.264,8.934,243.677,0.59,0.111,Ithaca
869,5,19,2017,139,5/19/17,53.618,46.598,95.524,57.685,8.904,171.733,0.86,0.043,Ithaca
870,5,20,2017,140,5/20/17,53.276,42.827,91.935,55.729,6.702,200.304,1.21,0.055,Ithaca
871,5,21,2017,141,5/21/17,66.812,41.023,63.137,57.81,5.639,680.143,0,0.235,Ithaca
872,5,22,2017,142,5/22/17,73.094,49.658,67.62,60.571,4.957,485.481,0.13,0.194,Ithaca
873,5,23,2017,143,5/23/17,58.298,47.876,78.836,57.964,7.402,293.904,0.02,0.112,Ithaca
874,5,24,2017,144,5/24/17,67.532,45.086,67.988,59.201,5.504,561.766,0,0.201,Ithaca
875,5,25,2017,145,5/25/17,77.234,48.488,60.087,62.561,7.6,547.173,0,0.272,Ithaca
876,5,26,2017,146,5/26/17,81.626,59.018,52.025,69.184,5.577,633.677,0,0.298,Ithaca
877,5,27,2017,147,5/27/17,74.552,54.842,69.169,68.706,4.297,478.063,0.07,0.187,Ithaca
878,5,28,2017,148,5/28/17,80.906,49.154,43.169,68.412,4.993,612.82,0,0.295,Ithaca
879,5,29,2017,149,5/29/17,74.984,50.738,42.39,69.03,5.475,670.828,0,0.299,Ithaca
880,5,30,2017,150,5/30/17,79.988,43.826,39.085,69.133,4.453,686.125,0,0.305,Ithaca
881,5,31,2017,151,5/31/17,75.65,45.032,49.923,68.89,2.497,543.195,0,0.207,Ithaca
882,6,1,2017,152,6/1/17,83.876,50.972,61.284,70.953,5.743,583.41,0,0.277,Ithaca
883,6,2,2017,153,6/2/17,90.626,64.652,53.925,75.12,7.533,643.027,0,0.364,Ithaca
884,6,3,2017,154,6/3/17,89.294,59.81,55.904,76.249,4.453,635.429,0,0.297,Ithaca
885,6,4,2017,155,6/4/17,90.86,61.142,57.141,77.896,2.167,589.818,0,0.247,Ithaca
886,6,5,2017,156,6/5/17,92.966,58.838,41.792,78.147,3.119,665.563,0,0.312,Ithaca
887,6,6,2017,157,6/6/17,83.804,62.87,47.94,77.159,5.043,598.349,0,0.296,Ithaca
888,6,7,2017,158,6/7/17,84.758,56.624,41.866,76.054,4.472,620.482,0,0.303,Ithaca
889,6,8,2017,159,6/8/17,87.89,55.976,40.126,76.566,4.948,649.544,0,0.335,Ithaca
890,6,9,2017,160,6/9/17,90.338,61.52,47.749,77.738,9.627,657.41,0,0.428,Ithaca
891,6,10,2017,161,6/10/17,92.624,69.98,61.034,79.476,13.807,600.082,0,0.4,Ithaca
892,6,11,2017,162,6/11/17,96.008,73.184,56.766,81.081,15.39,560.578,0,0.422,Ithaca
893,6,12,2017,163,6/12/17,83.57,69.116,77.623,76.383,8.31,169.747,0.11,0.135,Ithaca
894,6,13,2017,164,6/13/17,93.29,67.478,64.498,77.618,14.049,554.929,0,0.376,Ithaca
895,6,14,2017,165,6/14/17,85.298,63.014,67.723,77.037,5.252,596.155,0.47,0.262,Ithaca
896,6,15,2017,166,6/15/17,93.11,58.172,57.637,76.885,4.345,626.647,0,0.303,Ithaca
897,6,16,2017,167,6/16/17,91.958,66.29,69.153,79.23,7.868,528.628,0.76,0.294,Ithaca
898,6,17,2017,168,6/17/17,82.904,60.35,80.345,75.876,4.788,390.848,0.01,0.165,Ithaca
899,6,18,2017,169,6/18/17,79.952,58.784,55.005,73.038,5.598,630.919,0,0.285,Ithaca
900,6,19,2017,170,6/19/17,85.514,57.866,46.236,75.425,4.029,670.992,0,0.301,Ithaca
901,6,20,2017,171,6/20/17,93.056,56.732,44.89,77.412,3.781,662.044,0,0.321,Ithaca
902,6,21,2017,172,6/21/17,96.926,64.706,50.651,79.823,9.071,599.732,0,0.421,Ithaca
903,6,22,2017,173,6/22/17,90.5,71.366,56.99,80.38,8.723,481.507,0,0.325,Ithaca
904,6,23,2017,174,6/23/17,75.902,52.664,58.296,77.097,7.691,475.415,0,0.253,Ithaca
905,6,24,2017,175,6/24/17,80.798,46.976,41.03,73.805,4.36,609.329,0,0.283,Ithaca
906,6,25,2017,176,6/25/17,76.478,48.794,47.336,74.193,4.021,691.997,0,0.271,Ithaca
907,6,26,2017,177,6/26/17,76.856,53.51,64.552,74.024,4.057,546.622,0,0.213,Ithaca
908,6,27,2017,178,6/27/17,82.364,47.948,71.781,74.109,8.979,621.87,0,0.298,Ithaca
909,6,28,2017,179,6/28/17,88.556,61.844,72.388,76.014,7.466,571.571,1.32,0.279,Ithaca
910,6,29,2017,180,6/29/17,84.452,66.146,76.094,75.927,5.257,477.029,0,0.205,Ithaca
911,6,30,2017,181,6/30/17,79.106,58.172,76.99,75.379,5.026,510.193,0.29,0.195,Ithaca
912,7,1,2017,182,7/1/17,84.038,54.914,69.889,73.741,3.199,645.282,0.01,0.238,Ithaca
913,7,2,2017,183,7/2/17,81.698,64.652,80.671,72.402,3.672,225.582,0.27,0.105,Ithaca
914,7,3,2017,184,7/3/17,88.088,65.876,81.265,74.638,3.052,457.808,0.85,0.179,Ithaca
915,7,4,2017,185,7/4/17,85.298,63.014,81.668,76.544,3.931,607.735,0,0.222,Ithaca
916,7,5,2017,186,7/5/17,86.612,60.728,72.738,77.351,2.152,636.921,0,0.229,Ithaca
917,7,6,2017,187,7/6/17,92.318,67.82,73.201,79.792,4.875,584.414,0,0.262,Ithaca
918,7,7,2017,188,7/7/17,79.628,61.934,68.512,78.138,4.695,461.307,0,0.199,Ithaca
919,7,8,2017,189,7/8/17,86.756,57.56,73.393,77.417,2.428,584.682,0,0.217,Ithaca
920,7,9,2017,190,7/9/17,92.678,64.598,68.234,80.581,6.3,615.209,0,0.303,Ithaca
921,7,10,2017,191,7/10/17,89.474,73.202,69.684,82.82,5.312,586.36,0,0.269,Ithaca
922,7,11,2017,192,7/11/17,92.984,70.34,73.751,83.529,5.884,522.214,0,0.255,Ithaca
923,7,12,2017,193,7/12/17,83.048,71.006,81.998,79.814,3.91,176.452,0.38,0.091,Ithaca
924,7,13,2017,194,7/13/17,83.048,67.802,87.266,77.529,2.278,357.884,0.39,0.127,Ithaca
925,7,14,2017,195,7/14/17,85.784,62.888,81.933,78.09,2.595,588.021,0,0.208,Ithaca
926,7,15,2017,196,7/15/17,89.834,65.624,80.068,80.187,3.025,604.507,0,0.23,Ithaca
927,7,16,2017,197,7/16/17,91.886,66.47,74.718,81.795,2.117,617.873,0,0.237,Ithaca
928,7,17,2017,198,7/17/17,90.752,69.368,70.646,82.965,4.824,623.766,0,0.274,Ithaca
929,7,18,2017,199,7/18/17,88.142,70.574,83.108,83.19,4.69,507.827,0.03,0.205,Ithaca
930,7,19,2017,200,7/19/17,92.318,74.354,74.244,84.396,7.371,570.069,0,0.283,Ithaca
931,7,20,2017,201,7/20/17,93.146,73.616,70.432,85.084,3.473,515.8,0,0.233,Ithaca
932,7,21,2017,202,7/21/17,99.086,75.2,66.812,85.971,4.907,582.074,0,0.297,Ithaca
933,7,22,2017,203,7/22/17,89.42,68.774,82.749,84.884,4.232,363.457,0,0.16,Ithaca
934,7,23,2017,204,7/23/17,86.81,61.574,74.747,82.368,3.382,587.142,0,0.227,Ithaca
935,7,24,2017,205,7/24/17,84.218,57.146,75.315,80.731,4.592,571.445,0,0.227,Ithaca
936,7,25,2017,206,7/25/17,93.164,69.206,69.513,82.968,6.406,567.966,0,0.287,Ithaca
937,7,26,2017,207,7/26/17,80.096,68.702,92.301,79.103,3.887,63.49,0.95,0.032,Ithaca
938,7,27,2017,208,7/27/17,81.518,65.264,78.451,77.821,4.537,569.268,0.01,0.214,Ithaca
939,7,28,2017,209,7/28/17,81.932,59.702,77.042,76.225,2.406,473.361,0,0.17,Ithaca
940,7,29,2017,210,7/29/17,82.238,62.006,79.475,77.317,3.163,541.807,0,0.194,Ithaca
941,7,30,2017,211,7/30/17,82.292,61.826,75.26,77.011,1.999,426.34,0,0.157,Ithaca
942,7,31,2017,212,7/31/17,79.448,59.324,80.746,76.263,1.901,354.096,0,0.124,Ithaca
943,8,1,2017,213,8/1/17,85.046,61.52,77.454,77.447,2.009,512.11,0,0.183,Ithaca
944,8,2,2017,214,8/2/17,85.424,60.116,80.731,78.479,1.971,471.125,0,0.168,Ithaca
945,8,3,2017,215,8/3/17,73.04,51.638,77.774,77.834,6.828,448.039,0,0.178,Ithaca
946,8,4,2017,216,8/4/17,77.072,48.668,68.104,74.939,2.55,612.178,0,0.205,Ithaca
947,8,5,2017,217,8/5/17,66.362,57.812,88.683,71.23,4.563,127.089,0.25,0.049,Ithaca
948,8,6,2017,218,8/6/17,74.372,58.226,87.286,71.027,2.616,247.155,0,0.084,Ithaca
949,8,7,2017,219,8/7/17,77.126,56.66,81.054,72.933,3.645,539.965,0,0.181,Ithaca
950,8,8,2017,220,8/8/17,80.6,52.97,79.182,73.488,2.842,520.275,0,0.179,Ithaca
951,8,9,2017,221,8/9/17,76.316,58.91,84.41,73.63,4.357,334.931,0,0.123,Ithaca
952,8,10,2017,222,8/10/17,77.99,58.424,84.722,73.384,3.328,358.942,0,0.126,Ithaca
953,8,11,2017,223,8/11/17,79.142,56.12,75.512,74.613,2.865,552.137,0,0.189,Ithaca
954,8,12,2017,224,8/12/17,79.502,51.944,72.705,75.08,3.635,547.245,0,0.2,Ithaca
955,8,13,2017,225,8/13/17,79.376,61.376,80.335,75.207,4.538,365.348,0.27,0.146,Ithaca
956,8,14,2017,226,8/14/17,85.172,64.778,76.78,76.366,2.599,489.284,0,0.183,Ithaca
957,8,15,2017,227,8/15/17,85.838,65.192,83.568,76.203,6.36,390.995,1.25,0.172,Ithaca
958,8,16,2017,228,8/16/17,79.448,63.068,85.472,75.052,4.71,379.222,0.5,0.14,Ithaca
959,8,17,2017,229,8/17/17,81.626,59.81,74.639,74.159,3.914,552.238,0,0.206,Ithaca
960,8,18,2017,230,8/18/17,83.894,58.784,77.924,74.723,3.013,529.004,0.01,0.191,Ithaca
961,8,19,2017,231,8/19/17,83.354,54.248,75.217,75.046,3.621,522.909,0,0.198,Ithaca
962,8,20,2017,232,8/20/17,82.544,62.456,81.262,75.609,5.894,436.819,0.369,0.179,Ithaca
963,8,21,2017,233,8/21/17,84.056,64.742,87.166,75.443,6.847,330.216,0.44,0.142,Ithaca
964,8,22,2017,234,8/22/17,73.832,53.024,75.218,74.068,3.318,555.512,0,0.179,Ithaca
965,8,23,2017,235,8/23/17,77.306,49.658,76.916,71.479,2.613,526.554,0,0.171,Ithaca
966,8,24,2017,236,8/24/17,79.016,57.506,77.379,72.946,5.132,469.851,0,0.181,Ithaca
967,8,25,2017,237,8/25/17,79.88,61.772,81.704,73.635,6.939,424.456,0.99,0.174,Ithaca
968,8,26,2017,238,8/26/17,85.244,63.806,82.936,74.475,4.737,395.323,0,0.16,Ithaca
969,8,27,2017,239,8/27/17,80.24,60.062,85.039,75.477,3.305,409.553,0.05,0.14,Ithaca
970,8,28,2017,240,8/28/17,75.866,54.374,81.331,72.686,3.629,489.922,0,0.159,Ithaca
971,8,29,2017,241,8/29/17,77.45,53.042,82.452,71.417,1.782,467.129,0,0.142,Ithaca
972,8,30,2017,242,8/30/17,80.654,50.81,80.825,71.766,1.296,479.74,0,0.148,Ithaca
973,8,31,2017,243,8/31/17,81.374,55.04,79.971,73.334,1.674,487.796,0,0.156,Ithaca
974,9,1,2017,244,9/1/17,77.234,57.632,88.889,72.422,3.824,268.096,0,0.093,Ithaca
975,9,2,2017,245,9/2/17,81.32,61.16,85.512,73.883,3.486,445.59,0,0.151,Ithaca
976,9,3,2017,246,9/3/17,85.55,55.472,80.379,74.513,3.841,439.491,0,0.172,Ithaca
977,9,4,2017,247,9/4/17,75.938,57.812,73.904,73.761,5.21,325.785,0,0.143,Ithaca
978,9,5,2017,248,9/5/17,68.324,47.03,65.27,70.466,5.345,471.844,0,0.176,Ithaca
979,9,6,2017,249,9/6/17,68.918,41.882,70.998,67.939,2.637,474.764,0,0.143,Ithaca
980,9,7,2017,250,9/7/17,79.322,42.728,67.719,68.529,2.02,470.236,0.01,0.161,Ithaca
981,9,8,2017,251,9/8/17,85.604,48.434,69.718,71.322,2.276,455.732,0,0.173,Ithaca
982,9,9,2017,252,9/9/17,81.392,51.656,70.648,71.327,3.667,303.704,0,0.142,Ithaca
983,9,10,2017,253,9/10/17,82.004,62.834,72.554,70.754,5.173,268.157,0.01,0.142,Ithaca
984,9,11,2017,254,9/11/17,83.786,57.164,70.273,72.471,3.355,414.381,0,0.168,Ithaca
985,9,12,2017,255,9/12/17,83.408,53.636,74.356,73.651,1.527,424.037,0,0.144,Ithaca
986,9,13,2017,256,9/13/17,87.134,51.044,68.693,73.572,2.609,376.847,0,0.162,Ithaca
987,9,14,2017,257,9/14/17,92.858,62.546,52.297,74.695,6.539,408.952,0,0.279,Ithaca
988,9,15,2017,258,9/15/17,92.57,60.008,61.042,75.455,6.873,383.277,0,0.256,Ithaca
989,9,16,2017,259,9/16/17,71.492,53.456,93.373,70.166,5.195,60.586,1.7,0.031,Ithaca
990,9,17,2017,260,9/17/17,69.53,44.168,73.417,64.026,3.781,349.71,0,0.122,Ithaca
991,9,18,2017,261,9/18/17,73.796,60.296,94.088,66.747,4.163,111.453,0.33,0.037,Ithaca
992,9,19,2017,262,9/19/17,88.628,63.572,75.141,70.172,9.212,389.702,0,0.225,Ithaca
993,9,20,2017,263,9/20/17,79.322,55.814,62.502,72.356,5.364,433.37,0,0.196,Ithaca
994,9,21,2017,264,9/21/17,91.598,55.4,72.022,73.439,7.399,382.59,0,0.233,Ithaca
995,9,22,2017,265,9/22/17,95.774,73.31,61.317,78.063,9.264,381.802,0,0.293,Ithaca
996,9,23,2017,266,9/23/17,91.544,66.29,63.341,77.671,6.909,357.711,0,0.231,Ithaca
997,9,24,2017,267,9/24/17,89.564,60.854,75.403,74.82,6.124,266.511,1.19,0.162,Ithaca
998,9,25,2017,268,9/25/17,62.132,55.274,99.348,66.463,4.641,47.901,1.669,0.006,Ithaca
999,9,26,2017,269,9/26/17,65.966,49.82,86.295,64.652,4.605,245.872,0.01,0.075,Ithaca
1000,9,27,2017,270,9/27/17,72.914,44.312,73.333,63.373,1.722,323.512,0,0.101,Ithaca
1001,9,28,2017,271,9/28/17,77.612,43.52,65.25,64.027,1.493,400.378,0,0.129,Ithaca
1002,9,29,2017,272,9/29/17,79.196,45.932,64.096,65.391,2.539,377.848,0,0.142,Ithaca
1003,9,30,2017,273,9/30/17,79.574,57.2,56.184,65.903,6.755,202.888,0,0.177,Ithaca
1004,10,1,2017,274,10/1/17,81.518,56.768,59.582,66.057,9.948,265.104,0.21,0.234,Ithaca
1005,10,2,2017,275,10/2/17,83.246,59.774,72.703,66.088,7.322,105.667,0.79,0.125,Ithaca
1006,10,3,2017,276,10/3/17,75.938,56.354,83.642,66.146,5.126,62.946,0.37,0.056,Ithaca
1007,10,4,2017,277,10/4/17,68.396,49.226,68.805,62.726,3.892,247.144,0,0.101,Ithaca
1008,10,5,2017,278,10/5/17,64.346,56.894,95.481,63.306,2.688,43.797,1.23,0.01,Ithaca
1009,10,6,2017,279,10/6/17,67.676,55.814,99.85,64.03,4.604,26.407,0.78,0.003,Ithaca
1010,10,7,2017,280,10/7/17,72.878,49.46,79.187,63.405,4.619,270.34,0.33,0.102,Ithaca
1011,10,8,2017,281,10/8/17,76.586,48.614,64.729,62.401,3.957,358.287,0,0.144,Ithaca
1012,10,9,2017,282,10/9/17,56.984,39.74,63.986,56.278,9.871,64.026,0.11,0.112,Ithaca
1013,10,10,2017,283,10/10/17,50.738,34.844,80.024,52.137,5.734,127.879,0.58,0.051,Ithaca
1014,10,11,2017,284,10/11/17,64.274,28.706,64.632,52.107,2.603,368.447,0,0.106,Ithaca
1015,10,12,2017,285,10/12/17,70.034,44.564,79.467,55.396,5.776,314.4,0,0.112,Ithaca
1016,10,13,2017,286,10/13/17,58.658,52.412,82.731,57.082,4.907,64.113,0,0.037,Ithaca
1017,10,14,2017,287,10/14/17,57.074,47.462,92.218,56.943,5.642,18.699,0.1,0.014,Ithaca
1018,10,15,2017,288,10/15/17,60.998,36.842,62.889,54.594,4.65,340.892,0,0.114,Ithaca
1019,10,16,2017,289,10/16/17,74.552,31.514,53.507,53.011,4.577,335.361,0,0.167,Ithaca
1020,10,17,2017,290,10/17/17,72.788,41.504,58.904,55.969,3.395,323.648,0,0.127,Ithaca
1021,10,18,2017,291,10/18/17,78.89,44.546,62.035,57.306,4.139,309.3,0,0.144,Ithaca
1022,10,19,2017,292,10/19/17,80.654,38.246,66.372,58.048,3.595,312.134,0,0.141,Ithaca
1023,10,20,2017,293,10/20/17,77.9,52.124,67.813,60.366,9.655,226.329,0,0.177,Ithaca
1024,10,21,2017,294,10/21/17,73.796,44.726,70.332,62.611,9.649,109.739,0,0.144,Ithaca
1025,10,22,2017,295,10/22/17,69.782,36.068,46.86,57.679,3.064,314.005,0,0.127,Ithaca
1026,10,23,2017,296,10/23/17,64.994,45.878,44.498,56.144,9.163,240.834,0,0.198,Ithaca
1027,10,24,2017,297,10/24/17,55.436,37.22,46.167,53.713,11.828,318.187,0,0.203,Ithaca
1028,10,25,2017,298,10/25/17,73.832,36.428,44.619,54.1,3.58,285.287,0,0.143,Ithaca
1029,10,26,2017,299,10/26/17,61.574,36.122,56.824,53.439,15.891,196.201,0,0.178,Ithaca
1030,10,27,2017,300,10/27/17,37.634,28.292,57.038,48.431,11.608,163.106,0,0.111,Ithaca
1031,10,28,2017,301,10/28/17,50.882,19.904,35.967,45.713,3.843,320.317,0,0.108,Ithaca
1032,10,29,2017,302,10/29/17,67.73,32.414,44.094,48.457,7.081,192.667,0,0.177,Ithaca
1033,10,30,2017,303,10/30/17,47.462,29.858,44.899,49.086,11.457,160.645,0,0.163,Ithaca
1034,10,31,2017,304,10/31/17,35.33,18.626,77.146,43.385,5.743,106.785,0,0.035,Ithaca
1035,11,1,2017,305,11/1/17,49.082,29.012,78.338,44.193,7.408,135.847,0,0.057,Ithaca
1036,11,2,2017,306,11/2/17,53.978,29.426,75.468,47.328,8.502,216.815,0,0.087,Ithaca
1037,11,3,2017,307,11/3/17,45.986,24.89,70.995,45.978,4.439,220.288,0,0.057,Ithaca
1038,11,4,2017,308,11/4/17,52.772,41.756,77.759,49.133,2.94,139.708,0,0.037,Ithaca
1039,11,5,2017,309,11/5/17,46.436,28.958,60.577,48.975,11.706,216.815,0,0.123,Ithaca
1040,11,6,2017,310,11/6/17,41.972,23.9,62.398,45.639,4.795,238.581,0,0.064,Ithaca
1041,11,7,2017,311,11/7/17,43.25,22.46,60.863,44.316,4.638,160.737,0,0.061,Ithaca
1042,11,8,2017,312,11/8/17,50.954,17.042,62.702,42.226,4.84,257.308,0,0.083,Ithaca
1043,11,9,2017,313,11/9/17,39.416,21.596,57.149,42.465,9.083,245.296,0,0.091,Ithaca
1044,11,10,2017,314,11/10/17,34.97,18.266,54.878,38.651,9.306,75.158,0,0.077,Ithaca
1045,11,11,2017,315,11/11/17,43.286,34.844,77.269,42.18,5.456,28.095,0,0.031,Ithaca
1046,11,12,2017,316,11/12/17,49.532,26.942,78.602,45.267,3.855,242.18,0,0.046,Ithaca
1047,11,13,2017,317,11/13/17,44.564,22.82,94.043,41.736,7.696,42.925,0,0.019,Ithaca
1048,11,14,2017,318,11/14/17,53.762,43.214,96.263,46.633,6.401,20.539,0,0.006,Ithaca
1049,11,15,2017,319,11/15/17,51.134,20.876,68.424,46.374,7.649,231.304,0,0.091,Ithaca
1050,11,16,2017,320,11/16/17,48.776,17.168,66.702,41.718,7.477,225.929,0,0.09,Ithaca
1051,11,17,2017,321,11/17/17,61.952,40.784,73.796,46.881,8.51,69.357,0,0.083,Ithaca
1052,11,18,2017,322,11/18/17,48.776,27.986,75.38,45.176,12.608,208.398,0,0.085,Ithaca
1053,11,19,2017,323,11/19/17,55.31,18.5,57.914,40.075,5.471,229.563,0,0.098,Ithaca
